period,region,area,community,year_built,room_type,area_sqm,total_price_wan,unit_price_wan_sqm,negotiation_rate,deal_date
2026-03下,福田,竹子林,越海家园,2005,1室,47,240,5.08,-9.77,2026-03-23
2026-03下,福田,车公庙,都市花园,1999,3室,97,520,5.35,-6.81,2026-03-23
2026-03下,福田,车公庙,富通九城公馆,2023,3室,95,748,7.85,-6.50,2026-03-22
2026-03下,福田,车公庙,泰然小区,1990,1室,36,176,4.94,-12.00,2026-03-28
2026-03下,福田,车公庙,天安高尔夫安园,1994,3室,130,334,2.57,-21.41,2026-03-23
2026-03下,福田,香梅北,景尚雅苑,2006,1室,44,440,10.08,,2026-03-23
2026-03下,福田,香梅北,景尚雅苑,2006,1室,45,439,9.78,,2026-03-29
2026-03下,福田,香梅北,七街公馆,2010,2室,60,254,4.23,-5.41,2026-03-25
2026-03下,福田,香梅北,天然居,2002,3室,86,778,9.01,-4.89,2026-03-16
2026-03下,福田,景田,华富大厦,2001,2室,70,320,4.58,,2026-03-17
2026-03下,福田,景田,华富大厦,2001,2室,70,290,4.14,,2026-03-17
2026-03下,福田,景田,景田北村,1994,1室,34,288,8.36,,2026-03-31
2026-03下,福田,景田,龙塘小区,1991,3室,77,425,5.53,-11.46,2026-03-30
2026-03下,福田,景田,时代华庭,2000,3室,98,518,5.30,-5.82,2026-03-18
2026-03下,福田,景田,市政大院,1983,3室,114,660,5.80,-10.57,2026-03-25
2026-03下,福田,景田,天健时尚新天地,2005,1室,40,241,6.05,-15.44,2026-03-17
2026-03下,福田,景田,天健时尚新天地,2005,3室,87,231,6.27,,2026-03-23
2026-03下,福田,景田,香丽大厦,1997,4室,99,450,4.55,,2026-03-24
2026-03下,福田,景田,紫薇阁,1999,2室,55,315,5.70,,2026-03-26
2026-03下,福田,景田,TT国际公寓,2005,1室,31,175,5.72,-2.78,2026-03-30
2026-03下,福田,福田中心,彩天名苑,2001,2室,77,392,5.08,-5.45,2026-03-22
2026-03下,福田,福田中心,城中雅苑,2004,3室,115,972,8.46,-10.86,2026-03-19
2026-03下,福田,福田中心,福莲花园,1990,3室,78,624,8.02,-10.86,2026-03-26
2026-03下,福田,福田中心,岗厦天元花园,2018,3室,239,1615,6.76,-3.87,2026-03-26
2026-03下,福田,福田中心,岗厦辛诚花园,1998,2室,86,488,5.67,-5.24,2026-03-24
2026-03下,福田,福田中心,港丽豪庭,2003,3室,105,695,6.59,-9.51,2026-03-26
2026-03下,福田,福田中心,黄埔雅苑一期,2001,4室,124,1156,9.31,-3.67,2026-03-24
2026-03下,福田,福田中心,天健世纪花园,2003,2室,76,628,8.26,-10.03,2026-03-26
2026-03下,福田,福田中心,天健世纪花园,2003,4室,146,1238,8.45,-8.30,2026-03-31
2026-03下,福田,福田中心,星河世纪,2004,1室,44,297,6.72,-8.77,2026-03-22
2026-03下,福田,福田中心,星河世纪,2004,1室,44,278,6.29,-0.71,2026-03-24
2026-03下,福田,福田中心,中海华庭,2000,2室,83,790,9.54,-3.66,2026-03-26
2026-03下,福田,莲花,彩田村,2002,3室,80,500,6.22,-13.79,2026-03-20
2026-03下,福田,莲花,彩田村,2002,5室,150,1020,6.78,-18.40,2026-03-22
2026-03下,福田,莲花,翠瑞名园,1999,3室,104,535,5.15,-10.68,2026-03-19
2026-03下,福田,莲花,富莲大厦,1993,3室,96,428,4.47,,2026-03-28
2026-03下,福田,莲花,吉莲大厦,1993,3室,84,340,4.03,,2026-03-22
2026-03下,福田,莲花,吉莲大厦,1993,3室,88,378,4.48,-11.68,2026-03-22
2026-03下,福田,莲花,莲花二村,1989,3室,85,625,7.35,-8.09,2026-03-22
2026-03下,福田,莲花,莲花一村,1991,3室,92,550,5.96,-8.33,2026-03-26
2026-03下,福田,莲花,莲花一村,1991,2室,75,489,6.52,-11.09,2026-03-22
2026-03下,福田,莲花,莲花一村,1991,2室,77,488,6.37,-6.15,2026-03-26
2026-03下,福田,莲花,深业岭秀名苑,2004,4室,113,712,6.28,-9.64,2026-03-30
2026-03下,福田,梅林,碧华庭居,2000,3室,100,626,6.26,,2026-03-30
2026-03下,福田,梅林,碧华庭居,2000,3室,106,535,5.06,-10.68,2026-03-30
2026-03下,福田,梅林,福丰楼,1997,2室,72,239,3.33,-8.27,2026-03-22
2026-03下,福田,梅林,福贸花园,1996,3室,93,346,3.65,-10.82,2026-03-17
2026-03下,福田,梅林,翰岭院,2004,1室,25,160,6.42,-10.11,2026-03-22
2026-03下,福田,梅林,皇庭世茂裕玺,2022,1室,48,239,5.00,-9.81,2026-03-23
2026-03下,福田,梅林,汇龙花园,1997,1室,49,205,4.16,-8.48,2026-03-22
2026-03下,福田,梅林,兰江山第花园二期,2014,5室,176,1780,10.10,,2026-03-17
2026-03下,福田,梅林,荔园阁一期,1999,2室,61,240,3.99,,2026-03-22
2026-03下,福田,梅林,绿景红湾,2015,2室,61,404,6.67,-3.81,2026-03-12
2026-03下,福田,梅林,绿景红湾,2015,3室,120,1020,8.49,-7.27,2026-03-22
2026-03下,福田,梅林,梅林一村,1998,3室,98,538,6.05,-11.80,2026-03-18
2026-03下,福田,梅林,梅林一村,1998,3室,85,607,7.10,-8.11,2026-03-22
2026-03下,福田,梅林,梅林一村,1998,3室,91,520,5.70,-14.47,2026-03-30
2026-03下,福田,梅林,迷你新居福田,2008,2室,35,210,5.95,,2026-03-22
2026-03下,福田,梅林,水木澜山园,2008,3室,86,567,6.61,-5.79,2026-03-22
2026-03下,福田,梅林,通业花园,2001,4室,118,618,5.24,-6.36,2026-03-22
2026-03下,福田,梅林,旭飞华安园,2000,1室,19,93,4.87,-7.20,2026-03-30
2026-03下,福田,梅林,御锦公馆,2013,2室,29,127,4.43,-29.44,2026-03-24
2026-03下,福田,上下沙,碧海红树园,2003,1室,42,235,5.60,,2026-03-27
2026-03下,福田,上下沙,花好园,2005,1室,42,224,5.33,-10.60,2026-03-17
2026-03下,福田,上下沙,京基滨河时代,2014,1室,43,173,4.04,-11.28,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2020,1室,34,126,3.74,-13.10,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2020,1室,35,126,3.57,-13.10,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2020,1室,34,126,3.74,-16.00,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2020,1室,35,126,3.60,-14.86,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2020,1室,35,126,3.64,-13.10,2026-03-22
2026-03下,福田,上下沙,中洲滨海华府一期,2021,1室,36,145,4.05,-9.38,2026-03-18
2026-03下,福田,上下沙,中洲滨海商业中心,2021,1室,37,147,3.99,-13.53,2026-03-25
2026-03下,福田,沙尾,绿景红树湾壹号,2000,3室,83,750,9.08,,2026-03-27
2026-03下,福田,沙尾,绿景蓝湾半岛,2003,3室,104,737,7.07,-14.30,2026-03-22
2026-03下,福田,沙尾,全海花园,2002,3室,121,800,6.62,,2026-03-22
2026-03下,福田,新洲,福瑞阁,2007,3室,123,660,5.36,-5.58,2026-03-29
2026-03下,福田,新洲,嘉葆润金座,2012,2室,35,171,4.86,-9.04,2026-03-23
2026-03下,福田,新洲,嘉葆润金座,2012,4室,82,559,6.84,,2026-03-24
2026-03下,福田,新洲,嘉葆润金座,2012,3室,52,274,5.28,-8.12,2026-03-24
2026-03下,福田,新洲,蜜园,2007,2室,58,325,5.63,-7.14,2026-03-25
2026-03下,福田,新洲,南溪新苑,2006,2室,50,210,4.19,-8.30,2026-03-24
2026-03下,福田,新洲,祥云天都世纪大厦,2007,1室,50,220,4.38,-17.91,2026-03-21
2026-03下,福田,新洲,祥云天都世纪大厦,2007,1室,50,216,4.31,-6.09,2026-03-29
2026-03下,福田,新洲,新洲花园,1993,3室,92,380,4.11,-10.59,2026-03-22
2026-03下,福田,石厦,缔馨园,2002,1室,29,240,8.18,-2.44,2026-03-17
2026-03下,福田,石厦,缔馨园,2002,1室,48,364,7.51,-4.21,2026-03-18
2026-03下,福田,石厦,宏轩大厦,2005,1室,44,294,6.71,-8.13,2026-03-28
2026-03下,福田,石厦,皇都广场,1999,3室,108,368,3.41,-10.90,2026-03-24
2026-03下,福田,石厦,葵花公寓,2008,1室,36,317,8.83,-1.55,2026-03-21
2026-03下,福田,石厦,丽阳天下,2003,1室,32,278,8.64,-7.33,2026-03-16
2026-03下,福田,石厦,绿洲丰和,2005,1室,43,318,7.41,,2026-03-16
2026-03下,福田,石厦,绿洲丰和,2005,2室,43,395,9.17,-7.83,2026-03-16
2026-03下,福田,石厦,南方国际广场,2005,1室,33,247,7.45,,2026-03-19
2026-03下,福田,石厦,时尚名居,2002,1室,38,278,7.23,-6.71,2026-03-24
2026-03下,福田,石厦,物业时代新居,1997,4室,181,960,5.29,-12.57,2026-03-30
2026-03下,福田,石厦,新天石厦铭苑,2025,1室,36,286,7.88,-10.62,2026-03-17
2026-03下,福田,石厦,新天CBC,2014,3室,156,650,4.16,-14.47,2026-03-17
2026-03下,福田,石厦,星座大厦,2005,2室,44,339,7.64,-7.26,2026-03-16
2026-03下,福田,石厦,星座大厦,2005,1室,43,339,7.91,-5.31,2026-03-27
2026-03下,福田,石厦,益田村,1994,2室,61,345,5.67,,2026-03-16
2026-03下,福田,石厦,益田村,1994,4室,120,639,5.31,-10.03,2026-03-16
2026-03下,福田,石厦,益田村,1994,5室,149,868,5.81,-6.67,2026-03-17
2026-03下,福田,石厦,益田村,1994,3室,97,558,5.75,,2026-03-18
2026-03下,福田,石厦,益田村,1994,3室,97,478,4.92,-31.71,2026-03-18
2026-03下,福田,石厦,益田村,1994,4室,120,805,6.71,-1.83,2026-03-24
2026-03下,福田,石厦,益田村,1994,3室,88,484,5.49,,2026-03-29
2026-03下,福田,石厦,益田村,1994,3室,77,372,4.83,-10.79,2026-03-30
2026-03下,福田,石厦,中央花园,1999,4室,191,1085,5.68,,2026-03-28
