period,region,area,community,year_built,room_type,area_sqm,total_price_wan,unit_price_wan_sqm,negotiation_rate,deal_date
2026-06上,福田,梅林,山水居,2000,3室,92,490,5.35,-1.8,2026-06-01
2026-06上,福田,梅林,新世界家园,2004,3室,111,568,5.13,-8.39,2026-06-14
2026-06上,福田,梅林,新世界四季山水,2009,4室,181,1445,7.98,-12.42,2026-06-14
2026-06上,福田,梅林,振业梅苑,1998,2室,78,295,3.8,-7.23,2026-06-02
2026-06上,福田,上下沙,花好园,2005,1室,31,155,5.05,-6.36,2026-06-06
2026-06上,福田,上下沙,花好园,2005,1室,40,275,6.91,-8.03,2026-06-06
2026-06上,福田,上下沙,花好园,2005,1室,29,154,5.39,-12.29,2026-06-12
2026-06上,福田,上下沙,花好园,2005,1室,41,224,5.47,-9.84,2026-06-14
2026-06上,福田,上下沙,京基滨河时代,2014,1室,43,198,4.57,-9.17,2026-06-05
2026-06上,福田,上下沙,京基滨河时代,2014,2室,60,268,4.47,-4.29,2026-06-12
2026-06上,福田,上下沙,京基滨河时代,2014,1室,43,198,4.56,-3.41,2026-06-12
2026-06上,福田,上下沙,中洲滨海华府一期,2020,3室,89,695,7.79,-9.15,2026-06-03
2026-06上,福田,上下沙,中洲滨海华府一期,2020,4室,165,1360,8.24,-13.81,2026-06-07
2026-06上,福田,沙尾,绿景红树湾壹号,2000,3室,87,746,8.57,-5.57,2026-06-14
2026-06上,福田,新洲,嘉葆润金座,2012,3室,52,316,6.09,-9.71,2026-06-08
2026-06上,福田,新洲,嘉葆润金座,2012,2室,34,176,5.19,-6.38,2026-06-14
2026-06上,福田,新洲,朗晴馨洲,2003,2室,64,329,5.1,-8.67,2026-06-12
2026-06上,福田,新洲,蜜园,2007,1室,40,219,5.45,-11.93,2026-06-09
2026-06上,福田,石厦,皇达东方雅苑,2002,2室,78,550,7.09,-4.35,2026-06-12
2026-06上,福田,石厦,皇庭世纪,2004,2室,58,397,6.84,-4.57,2026-06-08
2026-06上,福田,石厦,明月花园,1992,4室,105,570,5.42,-5.0,2026-06-06
2026-06上,福田,石厦,南方国际广场,2005,1室,33,243,7.33,-6.54,2026-06-08
2026-06上,福田,石厦,南方国际广场,2005,1室,34,245,7.18,-3.92,2026-06-08
2026-06上,福田,石厦,南方国际广场,2005,1室,33,245,7.4,-3.92,2026-06-08
2026-06上,福田,石厦,南方国际广场,2005,1室,36,251,6.91,-3.46,2026-06-12
2026-06上,福田,石厦,益田村,1994,4室,92,528,5.72,-4.0,2026-06-02
2026-06上,福田,石厦,益田村,1994,3室,92,533,5.79,-3.09,2026-06-10
2026-06上,福田,石厦,益田村,1994,3室,86,448,5.19,,2026-06-10
2026-06上,福田,皇岗,福乐雅苑,1997,3室,92,436,4.73,-13.66,2026-06-09
2026-06上,福田,皇岗,港田花园,2003,2室,63,295,4.71,-7.81,2026-06-01
2026-06上,福田,皇岗,港田花园,2003,3室,89,415,4.67,-3.04,2026-06-04
2026-06上,福田,皇岗,恒福花园,1995,3室,63,265,4.18,-8.62,2026-06-07
2026-06上,福田,皇岗,皇庭居,2001,2室,70,360,5.14,-9.77,2026-06-02
2026-06上,福田,皇岗,皇御苑二期,2003,3室,113,686,6.07,-6.03,2026-06-13
2026-06上,福田,皇岗,皇御苑一期,2001,1室,30,152,5.04,-7.88,2026-06-06
2026-06上,福田,皇岗,金地名津,2007,3室,95,618,6.48,,2026-06-02
2026-06上,福田,皇岗,骏皇名居,2003,2室,61,408,6.71,-6.21,2026-06-07
2026-06上,福田,皇岗,深物业金领,2019,2室,66,399,6.08,-5.0,2026-06-08
2026-06上,福田,皇岗,显锐大厦,1995,2室,53,233,4.37,-9.18,2026-06-07
2026-06上,福田,皇岗,阳基阳光城市,2005,1室,33,183,5.55,-3.17,2026-06-14
2026-06上,福田,福田保税区,宝瑞轩,1999,2室,80,424,5.28,-11.71,2026-06-07
2026-06上,福田,福田保税区,帝港海湾豪园,2003,2室,65,334,5.15,-4.63,2026-06-15
2026-06上,福田,福田保税区,红树绿洲,2007,2室,59,320,5.42,,2026-06-07
2026-06上,福田,福田保税区,加福广场华尔登府邸,2005,1室,53,218,4.09,-7.32,2026-06-08
2026-06上,福田,福田保税区,圆梦园,2000,3室,120,670,5.6,-17.28,2026-06-06
2026-06上,福田,福田保税区,自由港湾公寓,2002,1室,28,136,4.86,-2.86,2026-06-03
2026-06上,福田,百花,百花公寓二期,1999,3室,114,1018,8.91,-7.29,2026-06-06
2026-06上,福田,百花,百花公寓一期,1995,3室,88,740,8.4,-8.19,2026-06-14
2026-06上,福田,百花,国城花园,1997,1室,44,777,17.85,-2.26,2026-06-11
2026-06上,福田,百花,南天二花园,1992,3室,89,926,10.43,-5.51,2026-06-06
2026-06上,福田,百花,长城花园,1985,2室,85,526,6.17,-9.0,2026-06-10
2026-06上,福田,八卦岭,城市主场,2005,1室,45,237,5.26,-1.33,2026-06-02
2026-06上,福田,八卦岭,岭尚时代园,2007,1室,29,190,6.51,-14.41,2026-06-04
2026-06上,福田,八卦岭,岭尚时代园,2007,1室,37,238,6.43,-10.19,2026-06-04
2026-06上,福田,八卦岭,鹏盛村,1992,1室,39,129,3.31,-4.81,2026-06-04
2026-06上,福田,八卦岭,鹏盛村,1992,1室,31,98,3.11,-38.36,2026-06-07
2026-06上,福田,八卦岭,鹏盛村,1992,1室,32,95,2.99,-9.52,2026-06-15
2026-06上,福田,八卦岭,鹏盛年华,2003,1室,39,163,4.22,-37.31,2026-06-01
2026-06上,福田,八卦岭,鹏益花园,1994,2室,64,247,3.89,-5.0,2026-06-07
2026-06上,福田,八卦岭,盛世鹏程,2005,7室,220,1710,7.77,-7.57,2026-06-09
2026-06上,福田,八卦岭,旭飞花园,2000,1室,15,82,5.32,-31.67,2026-06-08
2026-06上,福田,八卦岭,旭飞花园,2000,1室,22,96,4.35,-3.03,2026-06-11
2026-06上,福田,黄木岗,依山居,1998,3室,98,525,5.38,-9.48,2026-06-12
2026-06上,福田,华强北,宝树台,2018,3室,51,212,4.12,-10.92,2026-06-02
2026-06上,福田,华强北,富怡雅居,2001,3室,131,900,6.9,-5.06,2026-06-06
2026-06上,福田,华强北,恒邦壹峯,2017,1室,33,135,4.11,-35.71,2026-06-03
2026-06上,福田,华强北,恒邦壹峯,2017,1室,32,134,4.16,-48.06,2026-06-03
2026-06上,福田,华强北,恒邦壹峯,2017,3室,57,246,4.29,-14.58,2026-06-07
2026-06上,福田,华强北,恒邦壹峯,2017,1室,28,130,4.58,-3.7,2026-06-12
2026-06上,福田,华强北,红荔村,1989,4室,92,690,7.53,-6.76,2026-06-02
2026-06上,福田,华强北,华新村,1984,2室,80,430,5.36,-10.42,2026-06-05
2026-06上,福田,华强北,华新村,1984,2室,81,435,5.38,-3.33,2026-06-11
2026-06上,福田,华强北,金茂礼都,2004,1室,24,436,18.55,-2.68,2026-06-05
2026-06上,福田,华强北,金茂礼都,2004,1室,43,510,11.96,-3.37,2026-06-12
2026-06上,福田,华强北,群星广场,2001,1室,53,455,8.67,-2.36,2026-06-04
2026-06上,福田,华强北,中航北苑大厦,2012,3室,100,720,7.24,-12.2,2026-06-09
2026-06上,福田,华强南,动力小区,1980,3室,86,290,3.39,-9.38,2026-06-11
2026-06上,福田,华强南,福祥街2号,1990,3室,73,320,4.38,-10.61,2026-06-14
2026-06上,福田,华强南,华强花园,1998,3室,122,703,5.78,-9.87,2026-06-08
2026-06上,福田,华强南,桐林公寓,2012,1室,21,98,4.67,-10.91,2026-06-07
2026-06上,福田,赤尾,京基御景华城,2005,1室,35,135,3.85,-6.9,2026-06-04
2026-06上,福田,赤尾,京基御景华城,2005,1室,27,120,4.37,-13.04,2026-06-05
2026-06上,福田,赤尾,京基御景华城,2005,1室,35,144,4.08,-4.33,2026-06-09
2026-06上,福田,赤尾,京基御景华城,2005,2室,58,287,4.93,-3.69,2026-06-13
2026-06上,福田,上步,滨河新村,1984,3室,88,363,4.13,-12.55,2026-06-03
2026-06上,福田,上步,佳兆业中心,2006,1室,40,93,2.33,-2.32,2026-06-02
2026-06上,福田,上步,佳兆业中心,2006,1室,22,45,2.09,-9.4,2026-06-08
2026-06上,福田,上步,佳兆业中心,2006,1室,32,75,2.34,-11.76,2026-06-10
2026-06上,福田,上步,御河堤,2009,1室,33,116,3.49,-7.2,2026-06-08
