period,region,area,community,year_built,room_type,area_sqm,total_price_wan,unit_price_wan_sqm,negotiation_rate,deal_date
2026-04上,福田,华强北,东方时代广场,2004,1室,27,162,5.91,-1.82,2026-04-03
2026-04上,福田,华强北,阁网网苑,2002,1室,33,229,6.96,,2026-04-04
2026-04上,福田,华强北,阁林网苑,2002,1室,41,286,6.98,,2026-04-12
2026-04上,福田,华强北,航天工业华庭,1999,1室,44,286,6.41,,2026-04-04
2026-04上,福田,华强北,恒邦壹峰,2017,3室,53,210,3.96,-27.59,2026-04-10
2026-04上,福田,华强北,恒邦壹峰,2017,1室,35,135,3.85,-19.64,2026-04-04
2026-04上,福田,华强北,恒邦壹峰,2017,1室,32,132,4.07,,2026-04-13
2026-04上,福田,华强北,恒邦壹峰,2017,1室,33,135,3.95,-27.78,2026-04-14
2026-04上,福田,华强北,恒邦壹峰,2017,1室,28,138,4.91,-26.81,2026-04-14
2026-04上,福田,华强北,华新村,1984,2室,80,419,5.24,-19.42,2026-04-04
2026-04上,福田,华强北,金茂礼都,2004,1室,45,520,11.67,-0.95,2026-04-03
2026-04上,福田,华强北,群星广场,2001,1室,46,363,7.29,,2026-04-06
2026-04上,福田,华强北,通新岭,1980,3室,85,607,7.12,,2026-04-12
2026-04上,福田,华强北,通新岭,1980,3室,79,630,7.96,-3.08,2026-04-15
2026-04上,福田,华强北,玮鹏花园,2003,2室,81,568,7.02,,2026-04-04
2026-04上,福田,华强北,中泰燕南名庭,2005,1室,45,370,8.29,-6.43,2026-04-09
2026-04上,福田,华强南,广业大厦,2003,1室,54,243,4.50,-4.78,2026-04-15
2026-04上,福田,华强南,锦峰大厦,1996,3室,85,270,3.16,-11.48,2026-04-15
2026-04上,福田,华强南,运输局住宅,1984,3室,94,500,5.29,-3.47,2026-04-04
2026-04上,福田,赤尾,汇港名苑,2003,2室,51,256,5.02,-5.88,2026-04-12
2026-04上,福田,赤尾,京基朝晖华城,2005,1室,38,176,4.61,-12.00,2026-04-08
2026-04上,福田,上步,滨河新村,1984,3室,80,290,3.63,,2026-04-15
2026-04上,福田,上步,国企大厦,1995,3室,100,339,3.40,-3.20,2026-04-04
2026-04上,福田,银湖,新都名苑,1993,1室,39,105,2.69,,2026-04-12
