period,region,area,community,year_built,room_type,area_sqm,total_price_wan,unit_price_wan_sqm,negotiation_rate,deal_date
2026-05下,福田,福田中心,振业花园,1992,3室,94,527,5.61,-11.87,2026-05-27
2026-05下,福田,莲花,吉莲大厦,1993,2室,84,423,5.02,-1.63,2026-05-30
2026-05下,福田,莲花,深业上城,2014,5室,441,4560,10.33,-12.31,2026-05-25
2026-05下,福田,莲花,神彩苑,2000,3室,82,318,3.86,-20.5,2026-05-30
2026-05下,福田,莲花,新世界山月居,2001,3室,138,861,6.24,-6.43,2026-05-25
2026-05下,福田,莲花,长城盛世家园二期,2004,2室,70,402,5.75,-12.34,2026-05-18
2026-05下,福田,梅林,碧华庭居,2000,2室,78,508,6.54,-7.64,2026-05-28
2026-05下,福田,梅林,大众公寓,1994,1室,32,105,3.32,-12.5,2026-05-23
2026-05下,福田,梅林,海康大厦,2003,1室,29,130,4.55,-10.34,2026-05-17
2026-05下,福田,梅林,翰岭院,2004,3室,95,635,6.67,-5.22,2026-05-28
2026-05下,福田,梅林,合正园,1999,3室,88,436,4.93,-5.22,2026-05-19
2026-05下,福田,梅林,红梅苑,1997,2室,76,303,3.99,-7.65,2026-05-21
2026-05下,福田,梅林,华府馨居,2005,3室,37,270,7.26,-10.0,2026-05-17
2026-05下,福田,梅林,华府馨居,2005,2室,55,377,6.9,-5.51,2026-05-26
2026-05下,福田,梅林,华茂苑,1992,2室,71,316,4.44,-4.24,2026-05-26
2026-05下,福田,梅林,皇庭世茂裕玺,2022,3室,174,630,3.62,-8.7,2026-05-29
2026-05下,福田,梅林,嘉鑫阳光雅居,2007,2室,68,470,6.89,-4.08,2026-05-26
2026-05下,福田,梅林,凯丰花园一期,1997,3室,88,333,3.79,-18.78,2026-05-29
2026-05下,福田,梅林,梅林一村,1998,3室,91,619,6.78,-6.24,2026-05-31
2026-05下,福田,梅林,梅兴苑,1995,3室,97,379,3.9,-15.78,2026-05-16
2026-05下,福田,梅林,梅兴苑,1995,2室,46,180,3.93,-10.0,2026-05-17
2026-05下,福田,梅林,梅兴苑,1995,3室,96,355,3.69,-8.51,2026-05-24
2026-05下,福田,梅林,尚书苑,2005,1室,42,235,5.66,-9.62,2026-05-26
2026-05下,福田,梅林,通业花园,2001,4室,118,595,5.05,-5.56,2026-05-21
2026-05下,福田,梅林,先科花园,1996,2室,67,275,4.09,-14.06,2026-05-20
2026-05下,福田,梅林,新世界家园,2004,2室,80,403,5.02,-6.28,2026-05-22
2026-05下,福田,梅林,新世界家园,2004,2室,67,358,5.32,-10.28,2026-05-23
2026-05下,福田,梅林,颐林雅院,2008,3室,95,527,5.57,-9.14,2026-05-17
2026-05下,福田,梅林,颐林雅院,2008,3室,95,440,4.64,-8.33,2026-05-26
2026-05下,福田,上下沙,花好园,2005,1室,42,260,6.17,-15.58,2026-05-17
2026-05下,福田,上下沙,万科金域蓝湾三期,2007,4室,164,1058,6.45,-7.92,2026-05-30
2026-05下,福田,沙尾,好景豪园,1999,3室,119,633,5.31,-2.47,2026-05-30
2026-05下,福田,沙尾,绿景尚悦府,2024,4室,146,1353,9.26,-3.22,2026-05-24
2026-05下,福田,新洲,嘉洲富苑,2012,3室,85,435,5.13,-10.86,2026-05-18
2026-05下,福田,新洲,康达尔职工住宅楼,1995,2室,69,280,4.04,-14.63,2026-05-28
2026-05下,福田,新洲,绿景花园二期,2005,3室,102,688,6.77,-2.82,2026-05-17
2026-05下,福田,新洲,绿景新洋房,2004,2室,75,380,5.08,-10.8,2026-05-25
2026-05下,福田,新洲,绿景中城天邑花园,2008,2室,54,360,6.63,-4.89,2026-05-30
2026-05下,福田,新洲,新洲大厦,1996,3室,108,377,3.49,-12.37,2026-05-30
2026-05下,福田,新洲,韵动家园,2005,1室,45,172,3.86,-18.1,2026-05-25
2026-05下,福田,石厦,宝生Midtown,2014,4室,164,1555,9.46,-13.61,2026-05-20
2026-05下,福田,石厦,宝生Midtown,2014,3室,115,1065,9.27,-14.8,2026-05-28
2026-05下,福田,石厦,宏轩大厦,2005,2室,61,403,6.66,-2.89,2026-05-20
2026-05下,福田,石厦,皇都广场,1999,3室,108,345,3.2,-8.0,2026-05-23
2026-05下,福田,石厦,皇都广场,1999,4室,221,836,3.79,-7.11,2026-05-27
2026-05下,福田,石厦,皇庭世纪,2004,2室,58,352,6.12,,2026-05-19
2026-05下,福田,石厦,绿洲丰和,2005,1室,42,326,7.8,-2.69,2026-05-17
2026-05下,福田,石厦,南方国际广场,2005,1室,36,250,6.87,-5.7,2026-05-16
2026-05下,福田,石厦,南方国际广场,2005,1室,34,243,7.1,-4.71,2026-05-22
2026-05下,福田,石厦,新新家园,2002,3室,95,606,6.36,-16.99,2026-05-16
2026-05下,福田,石厦,益田村,1994,4室,92,523,5.66,-3.51,2026-05-24
2026-05下,福田,皇岗,晨晖家园,2004,1室,36,165,4.6,-5.17,2026-05-18
2026-05下,福田,皇岗,福民大厦,2002,3室,80,399,4.96,,2026-05-18
2026-05下,福田,皇岗,福民大厦,2002,3室,80,349,4.34,-8.21,2026-05-29
2026-05下,福田,皇岗,福民新村,1990,2室,74,306,4.12,-7.27,2026-05-21
2026-05下,福田,皇岗,福民新村,1990,3室,87,428,4.92,-4.89,2026-05-31
2026-05下,福田,皇岗,福泉花园,1996,3室,81,390,4.81,-7.14,2026-05-16
2026-05下,福田,皇岗,福泉花园,1996,3室,94,430,4.59,-4.44,2026-05-20
2026-05下,福田,皇岗,港田花园,2003,2室,62,282,4.52,-6.0,2026-05-24
2026-05下,福田,皇岗,高发城驰苑,2008,2室,55,315,5.74,-12.5,2026-05-17
2026-05下,福田,皇岗,共和世家,2001,5室,283,1880,6.65,-5.05,2026-05-22
2026-05下,福田,皇岗,共和世家,2001,3室,125,719,5.74,-4.13,2026-05-29
2026-05下,福田,皇岗,皇庭彩园,2003,2室,61,330,5.38,-5.71,2026-05-17
2026-05下,福田,皇岗,皇御苑二期,2003,3室,86,492,5.7,-5.38,2026-05-31
2026-05下,福田,皇岗,皇御苑一期,2001,1室,48,239,4.93,-7.36,2026-05-16
2026-05下,福田,皇岗,金港豪庭,2003,3室,74,448,6.04,-2.18,2026-05-17
2026-05下,福田,皇岗,赛格绿茵阁,1999,2室,70,326,4.67,-18.09,2026-05-20
2026-05下,福田,皇岗,赛格绿茵阁,1999,2室,71,351,4.92,-4.23,2026-05-22
2026-05下,福田,皇岗,深物业金领,2019,2室,64,403,6.3,-3.59,2026-05-23
2026-05下,福田,皇岗,水围龙轩豪庭,2011,1室,39,253,6.43,-9.64,2026-05-20
2026-05下,福田,皇岗,水围新家园,2004,2室,79,396,5.01,-8.97,2026-05-18
2026-05下,福田,皇岗,显锐大厦,1995,4室,106,420,3.95,-12.5,2026-05-29
2026-05下,福田,皇岗,星河华居,2003,2室,69,343,4.99,-9.74,2026-05-25
2026-05下,福田,皇岗,宣嘉华庭,2000,3室,78,391,5.02,-13.16,2026-05-17
2026-05下,福田,皇岗,宣嘉华庭,2000,3室,118,720,6.1,-4.0,2026-05-27
2026-05下,福田,皇岗,益田花园二期,1995,5室,184,975,5.29,-3.45,2026-05-19
2026-05下,福田,皇岗,银泰苑,2000,3室,95,639,6.74,-6.06,2026-05-20
2026-05下,福田,皇岗,银泰苑,2000,5室,238,1502,6.31,-6.13,2026-05-24
2026-05下,福田,皇岗,银庄大厦,1998,3室,110,410,3.73,-13.68,2026-05-19
2026-05下,福田,皇岗,银庄大厦,1998,3室,89,353,3.95,-4.08,2026-05-23
2026-05下,福田,皇岗,云顶翠峰三期,2006,2室,143,880,6.16,-16.19,2026-05-18
2026-05下,福田,福田保税区,宝瑞轩,1999,2室,65,368,5.66,-5.64,2026-05-16
2026-05下,福田,福田保税区,加福广场华尔登府邸,2005,1室,41,183,4.44,-7.58,2026-05-23
2026-05下,福田,福田保税区,圆梦园,2000,4室,142,738,5.21,-11.08,2026-05-30
2026-05下,福田,福田保税区,自由港湾公寓,2002,1室,29,134,4.65,-32.9,2026-05-17
2026-05下,福田,百花,长城花园,1985,2室,84,608,7.27,-3.18,2026-05-21
2026-05下,福田,百花,长乐花园,1994,2室,91,646,7.11,-2.12,2026-05-28
2026-05下,福田,园岭,园岭新村,1983,3室,93,467,5.04,-6.62,2026-05-18
2026-05下,福田,八卦岭,八卦岭宿舍,1983,1室,28,102,3.64,-2.86,2026-05-24
2026-05下,福田,八卦岭,八卦岭宿舍,1983,1室,34,128,3.7,-12.07,2026-05-25
2026-05下,福田,八卦岭,八卦岭宿舍,1983,1室,25,95,3.79,-9.52,2026-05-31
2026-05下,福田,八卦岭,城市主场,2005,1室,45,225,5.02,-9.64,2026-05-16
2026-05下,福田,八卦岭,城市主场,2005,2室,66,420,6.33,-16.0,2026-05-19
2026-05下,福田,八卦岭,城市主场,2005,1室,45,200,4.47,-31.03,2026-05-27
2026-05下,福田,八卦岭,翠馨居花园,2002,1室,43,185,4.28,-8.87,2026-05-17
2026-05下,福田,八卦岭,合正瑞园,2007,1室,34,250,7.25,-10.71,2026-05-27
2026-05下,福田,八卦岭,鹏盛村,1992,1室,40,127,3.21,-2.31,2026-05-20
2026-05下,福田,八卦岭,鹏盛村,1992,1室,39,126,3.25,-3.08,2026-05-24
2026-05下,福田,八卦岭,盛世鹏程,2005,3室,110,600,5.46,-27.71,2026-05-30
2026-05下,福田,八卦岭,旭飞花园,2000,1室,22,97,4.43,-2.02,2026-05-18
2026-05下,福田,八卦岭,旭飞花园,2000,1室,27,111,4.06,-11.36,2026-05-22
2026-05下,福田,华强北,宝树台,2018,3室,51,214,4.17,-6.78,2026-05-18
2026-05下,福田,华强北,宝树台,2018,1室,32,339,10.54,-4.56,2026-05-23
2026-05下,福田,华强北,都会100,2002,2室,57,294,5.14,-4.85,2026-05-16
2026-05下,福田,华强北,复兴世纪大厦,2023,3室,80,318,4.0,-17.4,2026-05-28
2026-05下,福田,华强北,海馨苑,2009,3室,110,830,7.53,-14.43,2026-05-16
2026-05下,福田,华强北,恒邦壹峯,2017,2室,40,152,3.84,-6.17,2026-05-29
2026-05下,福田,华强北,华新村,1984,4室,134,660,4.91,-8.33,2026-05-23
2026-05下,福田,华强北,华新村,1984,2室,80,430,5.39,-6.52,2026-05-26
2026-05下,福田,华强北,金茂礼都,2004,1室,41,464,11.42,-5.31,2026-05-16
2026-05下,福田,华强北,金茂礼都,2004,1室,36,478,13.35,-6.27,2026-05-26
2026-05下,福田,华强北,金茂礼都,2004,1室,37,489,13.27,-3.93,2026-05-28
2026-05下,福田,华强北,金茂礼都,2004,1室,24,419,17.81,-4.86,2026-05-30
2026-05下,福田,华强北,朗钜云尚公馆,2016,3室,60,447,7.5,-7.94,2026-05-25
2026-05下,福田,华强北,群星广场,2001,1室,46,422,9.14,-12.08,2026-05-16
2026-05下,福田,华强北,群星广场,2001,1室,47,429,9.11,-4.67,2026-05-23
2026-05下,福田,华强北,桑达大厦,1991,1室,33,419,12.67,-2.56,2026-05-21
2026-05下,福田,华强北,深勘大院,1985,4室,118,639,5.43,-9.75,2026-05-16
2026-05下,福田,华强北,玮鹏花园,2003,3室,101,890,8.8,-6.32,2026-05-23
2026-05下,福田,华强南,动力小区,1980,3室,99,395,4.0,-14.13,2026-05-25
2026-05下,福田,华强南,飞扬时代大厦,2006,1室,48,196,4.11,-9.26,2026-05-22
2026-05下,福田,华强南,鸿图大厦,1992,3室,84,438,5.2,-5.81,2026-05-22
2026-05下,福田,华强南,建设银行宿舍,1990,3室,86,303,3.54,-23.29,2026-05-25
2026-05下,福田,华强南,庆福园大厦,2007,1室,37,168,4.57,-9.19,2026-05-20
2026-05下,福田,华强南,漾福居,2003,1室,37,180,4.85,-5.26,2026-05-21
2026-05下,福田,赤尾,京基御景华城,2005,2室,62,304,4.91,-3.62,2026-05-24
2026-05下,福田,银湖,华海公寓,1999,1室,27,70,2.61,-12.03,2026-05-18
